N° Enr.,TENUESTOCK,ARCLEUNIK,DATECRE,CODEART,DESIGN,LIBART,CODEFAM,DEVISE,UNITE
14886,1,47402,08/09/2021,47041              ,TIGE DE PURGE POUR CREPINE A CLAPET - ALU,TIGE PURGE CREPINE ALU        ,PSF,   ,UNI     
14887,1,47403,08/10/2021,32860.SCI          ,SCIAGE POUR REF 32860 BAGUE ETANCHEITE AMONT  POUR ROBINET DMA 25/8-8 - PTFE,SCIAGE POUR REF 32860         ,PSF,   ,UNI     
14888,1,47404,08/10/2021,01950.SCI          ,SCIAGE POUR REF 01950 BAGUE D'ETANCHEITE DE DIFFUSEUR DN40 - PTFE,SCIAGE POUR REF 01950         ,PSF,   ,UNI     
14889,1,47405,08/10/2021,45752.SCI          ,SCIAGE POUR REF 45752 BAGUE D'ETANCHEITE POUR ROBINET DMA DN40 - PTFE,SCIAGE POUR REF 45752         ,PSF,   ,UNI     
14890,1,47406,08/10/2021,09016.J            ,"ECRAN RIDEAU D'EAU 500L L/MIN ENTRÉE MALE 2"" BSP - ALU + POLYESTER JAUNE",ECRAN RIDEAU 500L FM2 JAUNE   ,PF ,   ,UNI     
14891,1,47407,08/10/2021,32529.SCI          ,SCIAGE POUR REF 32529 GLISSIERE FEMELLE RAIL VERROUILLABLE DEBITMETRE ELECTRONIQUE 2012 - ALU - OAD NOIRE,SCIAGE POUR REF 32529         ,PSF,   ,UNI     
14892,1,47408,08/10/2021,PR01036            ,"COUVERCLE-  FROGGY SORTIE FM G2""BSP - ALU","COUVERCLE FROGGY FM G2""BSP    ",ACO,   ,UNI     
14893,1,47409,08/10/2021,PR01037            ,"ROTULE FROGGY SORTIE FM 2""BSP -  Grivory GVN-35H","ROTULE FROGGY FM 2""BSP        ",ACO,   ,UNI     
14894,1,47410,08/10/2021,PR01038            ,"SORTIE FM G2"" BSP - FROGGY SORTIE FM G2"" - ALU - OAD","SORTIE FM G2"" BSP - FROGGY    ",ACO,   ,UNI     
14895,2,47411,08/10/2021,PR01038.OAD        ,"TRAITEMENT OAD SUR REF PR01038 - SORTIE FM G2"" BSP - FROGGY SORTIE FM G2"" - ALU - OAD",TRAITEMENT OAD SUR REF PR01038,AST,   ,UNI     
14896,1,47412,08/10/2021,30290.SCI          ,SCIAGE POUR REF 30290 SUPPORT DE DEBITMETRE POUR SUPPORT REPLIABLE DE DEBITMETRE ELECTRONIQUE VERSION 2012 - ALU - OAD NOIRE,SCIAGE POUR REF 30290         ,PSF,   ,UNI     
14897,1,47413,08/10/2021,01592.SCI          ,"SCIAGE POUR REF 01592 JET GIGOGNE Ø24 (15/16"") ENTREE FF1""1/2 NST / FM1"" NST - ALU - OAD",SCIAGE POUR REF 01592         ,PSF,   ,UNI     
14898,1,47414,08/10/2021,09323.SCI          ,"SCIAGE POUR REF 09323 REDRESSEUR JET DN40 ENTRÉE MÂLE 1""1/2 BSP / SORTIE MÂLE 1""1/2 BSP - ALU - OAD",SCIAGE POUR REF 09323         ,PSF,   ,UNI     
14899,1,47415,08/10/2021,10727.SCI          ,"SCIAGE POUR REF 10727 DOUILLE FF1""1/2 BSP / ECROU TOURNANT 1""1/2 NST - ALU - OAD",SCIAGE POUR REF 10727         ,PSF,   ,UNI     
14900,1,47416,08/10/2021,04064.14772        ,"1/2 RACCORD SYM GUILLEMIN DN 40 A VERROU A DOUILLE FILETEE FEMELLE 1""1/2 NPT - ALU",1/2 RAC SYM GUIL 40/FF1.5 NPT ,PSF,   ,UNI     
14901,1,47417,08/10/2021,14772.SCI          ,"SCIAGE POUR REF 14772 BAGUE DE TRANSFORMATION FF1""1/2 NPT / FM1""1/2 BSP - ALU",SCIAGE POUR REF 14772         ,PSF,   ,UNI     
14902,1,47418,08/11/2021,03427.D25          ,"DIVISION ""KOMANDO"" JAUNE 3 SORTIES 1/4 TOUR ENTREE 1X DSP DN40 A VERROU AVEC CLAPET ANTI-RETOUR / 1X BRIDE DSP DN40 SANS VERROU / 2X STORZ D25 - ALU",KOMMANDO 3 ROB DSP40/DSP40 SV ,PF ,   ,UNI     
14903,1,47419,08/11/2021,07479.AV           ,COLLECTEUR A CLAPET 2X ENTREES DSP DN65 A VERROU / 1X SORTIE DSP DN65 A VERROU - ALU,COLLECTEUR CLAPET 2XDSP65 AV  ,PF ,   ,UNI     
14904,1,47420,08/11/2021,04042.01048        ,"1/2 RACCORD SYM GUILLEMIN DN 25 À VERROU À DOUILLE FILETÉE FEMELLE 1"" NPT - ALU","1/2 RAC SYM GUIL 25/FF1"" NPT  ",PSF,   ,UNI     
14905,1,47421,08/11/2021,19368.MAC65.M      ,LANCE LEGENDE 500 JET COMBINE AVEC ENTRÉE MALE MACHINO DN65 - ALU - OAD GRAVER: MADE IN FRANCE LEGENDE 500 COMBINATION AND MULTIFLOW NOZZLE,LANCE 500 JET COMBI MAC65 M   ,PF ,   ,UNI     
14906,1,47422,08/11/2021,02293.SCI          ,"SCIAGE POUR REF 02293 BAGUE DE TRANSFORMATION FF30X150 / FM1"" BSP - ALU",SCIAGE POUR REF 02293         ,PSF,   ,UNI     
14907,1,47423,08/11/2021,41540.SCI          ,SCIAGE POUR REF 41540 CALE DEBIKADOR 1000 INOX,SCIAGE POUR REF 41540         ,PSF,   ,UNI     
14908,1,47424,08/11/2021,45791.USI          ,USINAGE POUR REF 45791 FIXATION POUR PROPORTIONNEUR 1 - CUVE 100 L ASSEMBLE - AISI 316L,USINAGE POUR REF 45791        ,PSF,   ,UNI     
14909,1,47425,08/11/2021,41537.SCI          ,SCIAGE POUR REF 41537 AXE DE CLAPET DEBIKADOR 1000 INOX,SCIAGE POUR REF 41537         ,PSF,   ,UNI     
14910,1,47426,08/11/2021,41538.SCI          ,SCIAGE POUR REF 41538 CLAPET DEBIKADOR 1000 INOX,SCIAGE POUR REF 41538         ,PSF,   ,UNI     
14911,1,47428,08/11/2021,45792.USI          ,USINAGE POUR REF 45792 FIXATION POUR PROPORTIONNEUR 2 - CUVE 100 L ASSEMBLEE - AISI 316L,USINAGE POUR REF 45792        ,PSF,   ,UNI     
14912,1,47429,08/11/2021,45793.USI          ,USINAGE POUR REF 45793 FIXATION POUR CUVE 100L ASSEMBLEE - AISI 316 L,USINAGE POUR REF 45793        ,PSF,   ,UNI     
14913,1,47430,08/11/2021,09990.C52.2318.1586,ROBINET DE LANCE Ø35 MM À 1 POIGNÉE PISTOLET ENTREE TOURNANTE STORZ C52 / SORTIE 1 REDRESSEUR DE JET 215 L/MIN [02318] + 1 DOUBLE JET GIGOGNE Ø24 > Ø12 [01586] - ALU - OADOPTION : PROTECTION POIGNEE AUF-ZU NOIRE,ROB AMERICAIN 35 FF TOURN     ,PSF,   ,UNI     
14914,1,47431,08/11/2021,44410              ,"RENFORT POUR TREPIED ENTREE 4"" AR 100 / SORTIE 3""ASA - INOX","RENFORT TREP. 4""AR 100/ 3"" ASA",PSF,   ,UNI     
14915,1,47432,08/11/2021,47042              ,"TREPIER ENTREE FILETEE MALE 4"" BSP / SORTIE BRIDE DN100 PN16 - INOX",TREPIER FM4 / DN100 PN16      ,PSF,   ,UNI     
14916,1,47433,08/11/2021,09990.C52.NST.ALL  ,"ROBINET DE LANCE Ø35 MM A 1 POIGNEE PISTOLET ENTREE TOURNANTE STORZ C52 / SORTIE MALE 1""1/2 NST - ALU - OADOPTION : PROTECTION POIGNEE AUF-ZU NOIRE",ROB AMERICAIN 35 STORZ C52 NST,PF ,   ,UNI     
14917,2,47434,08/12/2021,45583.OAD          ,"SOUS-TRAITANCE TRAITEMENT OAD POUR REF 45583 DOUILLE FF1""1/2 BSP POUR ECROU TOURNANT 1""1/2 - ALU - OAD",TRAITEMENT OAD SUR REF 45583  ,AST,   ,UNI     
14918,1,47435,08/12/2021,13608.B75          ,"AZIMUTOR 3000 SUR SUPPORT D'ECHELLE ENTREE PAR 1/2 RACCORD STORZ B/75 / SORTIE FILETEE FEMELLE 2.5"" BSP - ALU",AZIMUTOR 3000 STORZ B75 /FF2.5,PF ,   ,UNI     
14919,1,47436,08/12/2021,12096.SB           ,"""PROPORTIONNEUR """"ULTRA FOAM"""" 20 GPM (75 L/MIN) SANS BY-PASS +         SANS BUSES DE DOSAGE 0.4%-1%-3%-6% ENTRÉE FEMELLE 1"""" BSP TOURNANTE / SORTIE FM1"""" BSP - ALU - OAD  """,PROPORTIONNEUR ULTRA FOAM     ,PF ,   ,UNI     
14920,2,47437,08/12/2021,34567.FO.R1021     ,SOUS-TRAITANCE PEINTURE JAUNE RAL 1021 SUR REF 34567.FO FONDERIE POUR EMBASE PATTES MONTMIRAIL DC - ALU - BRUT SANS TRAITEMENT,PEINTURE JAUNE SUR 34567.FO   ,AST,   ,UNI     
14921,1,47438,08/13/2021,28713.1XFF1.5      ,"DIVISION ""POKET WYE"" AVEC POIGNEES LONGUES. 1XFEMELLE 1""1/2 BSP TOURNANTE / 2XMALES 1""1/2 BSP ALUMINIUM + POLYESTER JAUNE",DIV POKET WYE FF1.5 / 2XFM1.5 ,PF ,   ,UNI     
14922,1,47439,08/13/2021,05716.05541        ,TRANSFORMATION RACCORD EXPRESS DN32 / GFR MALE DN20 - BRONZE,EXPRESS DN32 / GFR M 20 BZE   ,PSF,   ,UNI     
14923,1,47440,08/13/2021,05716.05571        ,TRANSFORMATION RACCORD EXPRESS DN32 / GFR FEMELLE DN20 - BRONZE,EXPRESS DN32 / GFR F 20 BZE   ,PSF,   ,UNI     
14924,1,47441,08/13/2021,03130.SCI          ,"SCIAGE POUR REF 03130 BAGUE DOUBLE FM1"" BSP - BRONZE",SCIAGE POUR REF 03130         ,PSF,   ,UNI     
14925,1,47442,08/13/2021,PR01039            ,BAGUE CALIBREE - CANON U-C 64 L/S @ 1 MPA A L'ENTREE DE LMP80RC - ALU,BAGUE CALIBREE                ,ACO,   ,UNI     
14926,2,47443,08/13/2021,PR01039.OAD        ,SOUS-TRAITANCE TRAITEMENT OAD POUR REF PR01039 BAGUE CALIBREE - CANON U-C 64 L/S @ 1 MPA A L'ENTREE DE LMP80RC - ALU - OAD,TRAITEMENT OAD POUR PR01039   ,AST,   ,UNI     
14927,1,47444,08/13/2021,47050              ,CLAPET LEGENDE 150 L/MIN - ALU - OAD,CLAPET LEGENDE 150L/MIN       ,PSF,   ,UNI     
14928,2,47445,08/13/2021,47050.OAD          ,SOUS TRAITANCE TRAITEMENT OAD SUR REF 47050 - CLAPET LEGENDE 150 L/MIN - ALU - OAD,TRAITEMENT OAD SUR REF 47050  ,AST,   ,UNI     
14929,1,47446,08/13/2021,47050.SCI          ,SCIAGE POUR REF 47050 CLAPET LEGENDE 150 L/MIN - ALU - OAD,SCIAGE POUR REF 47050         ,PSF,   ,UNI     
14930,1,47447,08/13/2021,01642.SCI          ,"SCIAGE POUR REF 01642 BAGUE FM45X150 -FM1"" ALU",SCIAGE POUR REF 01642         ,PSF,   ,UNI     
14931,1,47448,08/13/2021,44420.SCI          ,"SCIAGE POUR REF 44420 MANCHON FM4"" BSP / DOUILLE A SOUDER POUR TREPIED ENTREE 4"" SORTIE ASA 150 - INOX",SCIAGE POUR REF 44420         ,PSF,   ,UNI     
14932,1,47449,08/13/2021,44410.SCI          ,"SCIAGE POUR REF 44410 RENFORT POUR TREPIED ENTREE 4"" AR 100 / SORTIE 3""ASA - INOX",SCIAGE POUR REF 44410         ,PSF,   ,UNI     
14933,1,47450,08/16/2021,47037              ,"CANON EAU MOUSSE U-C 5000 L/MN @10 BARS AVEC DISPERSEUR EN NAPPE SANS VERINENTREE ECROU TOURNANT 3""1/2 NST-NH",CANON EAU MOUSSE 5000 L/MN    ,PF ,   ,UNI     
14934,1,47451,08/16/2021,47038              ,"Canon bi-débits 64 l/s / 120 l/s @ 10 bar (entrée monitor DN100) AVEC DISPERSEUR EN NAPPE SANS VERIN - ENTREE FF 3.5"" NST",CANON BI-DEBITS 64 L/S-120 L/S,PF ,   ,UNI     
14935,1,47452,08/16/2021,47039              ,"""CANON U-C BI-DEBITS 5000/10000 L/MN @10 BAR AVEC DISPERSEUR EN NAPPE SANS VERINSENTREE ECROU TOURNANT 6"" NST-NH - PLAQUE ETIQUETTE PRODUIT BLEU/BLANC/ROUGE 23000",CANON U-C BI-DEBITS 5000/10000,PF ,   ,UNI     
14936,1,47453,08/16/2021,47040              ,"CANON EAU MOUSSE 4000 L ULTRA COURT- FF  2.5""NST -  ALUAVEC PLAQUE BLEU BLANC ROUGE Référence 23000",CANON EAU MOUSSE 4000 L ULTRA ,PF ,   ,UNI     
14937,1,47454,08/16/2021,47036              ,CANON EAU MOUSSE U-C 5000 L/MN @10 BARS AVEC DISPERSEUR EN NAPPE MOTORISEENTREE ECROU TOURNANT 3.5 NST-NH,CANON EAU MOUSSE U-C 5000 L/MN,PF ,   ,UNI     
14938,1,47455,08/16/2021,30302.SCI          ,SCIAGE POUR REF 30302 FIXATION SOL POUR CHASSIS STATION MOUSSE - ALU,SCIAGE POUR REF 30302         ,PSF,   ,UNI     
14939,1,47456,08/16/2021,30299.SCI          ,SCIAGE POUR REF 30299 SUPPORT BOBINE POUR CHASSIS STATION MOUSSE - ALU,SCIAGE POUR REF 30299         ,PSF,   ,UNI     
14940,1,47457,08/16/2021,30306.SCI          ,SCIAGE CODE 30306-SUPPORT FIXE LANCE STATION,SCIAGE CODE 30306             ,PSF,   ,UNI     
14941,1,47458,08/16/2021,47058              ,FUT DE LANCE SOUCHE DSP DN65,FUT LANCE SOUCHE DSP DN65     ,PF ,   ,UNI     
14942,2,47459,08/17/2021,14189.ZIB          ,SOUS TRAITANCE ZINQUAGE BLANC SUR REF 14189 - PIED CHASSIS MOBILE MONITOR ACIER,ZINQUAGE BLANC SUR REF 14189  ,AST,   ,UNI     
14943,1,47460,08/17/2021,04804.G            ,1/2 RACCORD SYM DSP DN40 A VERROU / DOUILLE CRANTEE DN45 - BRONZE - GRAVE : V34-SNT824 + DATE FABRICATION DU FLEXIBLE,1/2 RAC SYM DSP DN40 DC45 BZE ,PSF,   ,UNI     
14944,1,47461,08/17/2021,04807.G            ,1/2 RACCORD SYM DSP DN65 A VERROU / DOUILLE CRANTEE DN70 - BRONZE - GRAVE : V34-SNT827 + DATE FABRICATION DU FLEXIBLE,1/2 RAC SYM DSP DN65 DC70 BZE ,PSF,   ,UNI     
14945,1,47462,08/17/2021,09461.15M.G        ,TUYAU PIL ROUGE DN70 SELON NF S 61-112 LONGUEUR 15M AVEC 1/2 RACCORDS DSP DN65 SERTIS EN BRONZE MARQUES : V34-SNT827+ANNEE DE FABRICATION DU FLEXIBLE,TUYAU PIL DN70 15M RAC DSP65  ,PF ,   ,UNI     
14946,1,47463,08/17/2021,09457.15M.G        ,TUYAU PIL ROUGE DN45 SELON NF S 61-112 LONGUEUR 15M AVEC 1/2 RACCORDS DSP DN40 SERTIS EN BRONZE MARQUES : V34-SNT824+ANNEE DE FABRICATION DU FLEXIBLE,TUYAU PIL DN45 15M RAC DSP40  ,PF ,   ,UNI     
14947,1,47464,08/17/2021,40749.AR100        ,Division compact à trois robinets à volants entrée AR DN100 avec verrou - sortie AR100 sans verrou + 2 x DSP DN 65 sans verrou ALU,DIV COMPACT 3 ROB.A VOLANTS   ,PF ,   ,UNI     
14948,1,47465,08/17/2021,45500.P            ,BOUCHON FILETE FEMELLE G1 1/2 PERCE A Ø 12,BOUCHON FILETE FEMELLE G1 1/2 ,PSF,   ,UNI     
14949,1,47466,08/18/2021,47063              ,"CORPS FILETEE FEMELLE 3/8"" BSP - 1/2 RACCORD EXPRESS DN13 DOUILLE FILETEE FEMELLE 3/8"" BSP - ACIER INOXYDABLE","CORPS FF 3/8"" BSP             ",PSF,   ,UNI     
14950,1,47467,08/18/2021,47064              ,"CORPS FILETEE MALE 1/2"" BSP - 1/2 RACCORD EXPRESS DN15 DUILLE FILETEE MALE 1/2"" BSP - ACIER INOXYDABLE ","CORPS FM 1/2"" BSP             ",PSF,   ,UNI     
14951,1,47468,08/18/2021,47065              ,"CORPS FILETE MALE 3/4"" BSP - 1/2 RACCORD EXPRESS DN20 DOUILLE FILETEE MALE 3/4"" BSP - ACIER INOXYDABLE","CORPS FM 3/4"" BSP             ",PSF,   ,UNI     
14952,1,47469,08/18/2021,47066              ,"CORPS FIETEE FEMELLE 1/2"" BSP - 1/2 RACCORD EXPRESS DN15 DOUILLE FILETEE FEMELLE 1/2"" BSP - ACIER INOXYDABLE","CORPS FF 1/2"" BSP             ",PSF,   ,UNI     
14953,2,47470,08/18/2021,28085.FO.R1021     ,SOUS-TRAITANCE PEINTURE JAUNE RAL 1021 SUR REF 28085.FO FONDERIE CORPS DE ROBINET 6-40 BAR - ALU - BRUT SANS PEINTURE,PEINTURE JAUNE SUR 28085.FO   ,AST,   ,UNI     
14954,2,47471,08/18/2021,10727.DECP.OAD     ,"SOUS TRAITANCE DECAPAGE + TRAITEMENT OAD SUR REF 10727 - DOUILLE FF1""1/2 BSP / ECROU TOURNANT 1""1/2 NST AVEC FILTRE - ALU - OAD",DECAPAGE + OAD SUR 10727      ,AST,   ,UNI     
14955,2,47472,08/18/2021,45583.DECP.OAD     ,"SOUS TRAITANCE DECAPAGE + TRAITEMENT OAD SUR REF 45583 - DOUILLE FF1""1/2 BSP POUR ECROU TOURNANT 1""1/2 - ALU - OAD ",DECAPAGE + OAD SUR REF 45583  ,AST,   ,UNI     
14956,2,47473,08/18/2021,45694.OAD          ,SOUS-TRAITANCE TRAITEMENT OAD POUR REF 45694 BAGUE CALIBREE POUR CANON EAU/MOUSSE UC 40 L/S @ 0.8 MPA A L'ENTREE DE MONTMIRAIL DC - ALU - OAD,TRAITEMENT OAD SUR REF 45694  ,AST,   ,UNI     
14957,2,47474,08/18/2021,45817.CONF         ,CONFECTION BACHE DE PROTECTION POUR BACHE POUR NOUVEAU MODELE - CHASSIS MOBILE MOUSSE AVEC CUVE 100L - POLYESTER,CONFEC BACHE NVX MODELE       ,AST,   ,UNI     
14958,1,47475,08/18/2021,16581.SCI          ,"SCIAGE POUR REF 16581 BAGUE DE TRANSFOLRMATION FILETEE FEMELLE 2"" NPT / FILETEE FEMELLE 2"" BSP - ALU",SCIAGE POUR REF 16581         ,PSF,   ,UNI     
14959,1,47476,08/19/2021,45485              ,"DIFFUSSEUR AUTOMATIQUE MANUEL 60L/S POUR LANCE ALEKTO - ENTREE FIETE FEMELLE 3.5"" NST",DIFF AUTO MANUEL 60L/S ALEKTO ,PSF,   ,UNI     
14960,1,47477,08/19/2021,45733              ,LANCE MONITOR ALEKTO DN80 - DIFFUSEUR MANUEL AUTOMATIQUE 60L/S,LANCE MONITOR ALEKTO DN80     ,PF ,   ,UNI     
14961,1,47478,08/19/2021,1003170            ,CHAUSSURE PUMA RIO LOW  NOIR/BLEU  Norme: S3 SRC Ref Fabricant: 642750,CHAUSSURE PUMA RIO LOW        ,AFO,   ,UNI     
14962,1,47479,08/19/2021,1003170.T41        ,CHAUSSURE PUMA RIO LOW  NOIR/BLEU  Norme: S3 SRC Ref Fabricant: 642750@ TAILLE 41,CHAUSSURE PUMA RIO LOW        ,AFO,   ,UNI     
14963,1,47480,08/19/2021,1003170.T43        ,CHAUSSURE PUMA RIO LOW  NOIR/BLEU  Norme: S3 SRC Ref Fabricant: 642750@ TAILLE 41,CHAUSSURE PUMA RIO LOW        ,AFO,   ,UNI     
14964,1,47481,08/19/2021,1003171            ,CHAUSSURE PUMA DAYTONA LOW  NOIR/ROUGE Ref Fabricant: 622620@ TAILLE 38,CHAUSSURE PUMA DAYTONA LOW    ,AFO,   ,UNI     
14965,1,47482,08/19/2021,1003172            ,CHAUSSURE PUMA NIOBE  NOIR/BLEU  Norme: S3 ESD SRC Ref Fabricant: 644120@ TAILLE 38,CHAUSSURE PUMA NIOBE          ,AFO,   ,UNI     
14966,1,47483,08/19/2021,1003173            ,CHAUSSURE PUMA STEPPER NOIR/ROSE  Norme: S3 HRO SRC Ref Fabricant: 630600@ TAILLE 39,CHAUSSURE PUMA STEPPER        ,AFO,   ,UNI     
14967,1,47484,08/19/2021,47069              ,VERROU DE RACCORD SG DN20 - RACCORD SG DN 20 - ALU,VERROU RACCORD SG DN20        ,PSF,   ,UNI     
14968,2,47485,08/19/2021,33487.OADN         ,SOUS TRAITANCE TRAITEMENT OAD NOIRE SUR 33487 - POIGNEE LANCE MONTMIRAIL - ALU - OADN,TRAITEMENT OAD NOIRE SUR 33487,AST,   ,UNI     
14969,1,47486,08/19/2021,33032.SCI          ,"SCIAGE POUR REF 33032 RONDELLE 50X12,5X2,5 - INOX",SCIAGE POUR REF 33032         ,PSF,   ,UNI     
14970,1,47487,08/19/2021,TC011265           ,COFFRET DE CONTROLE EXTENSO ENET V2 SANS FIBRE,COFFRET DE CONTROLE EXTENSO   ,ACO,   ,UNI     
14971,1,47488,08/19/2021,43119.BEIJING      ,MONTMIRAIL OSCILLANTE 2017 AVEC SECURITE - 2 ENTREES RACCORDS STORZ BEIJINGMANOMETRE MPA,MONITOR MONTMIRAIL 2 X BEIJING,PF ,   ,UNI     
14972,1,47489,08/20/2021,47074              ,CLAPET DIFFUSEUR AUTOMATIQUE PS 8/60 - ALEKTO [47533] 60 L/S @ 0.8 MPA - ALU - OAD NOIRE,CLAPET DIFF AUTOMATIQUE 60 L/S,PSF,   ,UNI     
14973,1,47490,08/20/2021,47075              ,CLAPET DIFFUSEUR AUTOMATIQUE PS 8/80 - ALEKTO [47534] 80 L/S @ 0.8 MPA - ALU - OAD NOIRE,CLAPET DIFF AUTOMATIQUE 80 L/S,PSF,   ,UNI     
14974,2,47491,08/20/2021,1003176            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR FROGGY POUR ARTICLE 37422. REF: PSY20-FROGGY I (FROGGY),CERTIF QUALITE CCC FROGGY I   ,DOC,   ,UNI     
14975,2,47492,08/20/2021,1003177            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR FROGGY POUR ARTICLE 37588. REF: PSY30-FROGGY II (FROGGY II),CERTIF QUALITE CCC FROGGY II  ,DOC,   ,UNI     
14976,2,47493,08/20/2021,1003178            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR DIFFUSEUR POKADOR 2000 LMP POUR ARTICLE 37606. REF: PLKD80-GANESH (GANESH DN80),CERTIF QUALITE CCC DIFF POKA  ,DOC,   ,UNI     
14977,2,47494,08/20/2021,1003179            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR FLORENCE DN80 POUR ARTICLE 37607. REF: PLKD80-FLORENCE (FLORENCE DN80),CERTIF QUALITE CCC FLORENCE   ,DOC,   ,UNI     
14978,2,47495,08/20/2021,1003180            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR  POUR ARTICLE 37492. REF: PSKDY40-LMP65RC (LMP65RC),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14979,2,47496,08/20/2021,1003181            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR PARTIE AMOVIBLE POUR ARTICLE 37589. REF: PLKDY80-LMP80RC (LMP80RC),CERTIF QUALITE CCC PARTIE     ,DOC,   ,UNI     
14980,2,47497,08/20/2021,1003182            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR TUBULURE AMOVIBLE MONITOR LMP80 A VOLANT POUR ARTICLE 37587. REF: PLY48-LMP80 (LMP80-3000F),CERTIF QUALITE CCC TUBULURE   ,DOC,   ,UNI     
14981,2,47498,08/20/2021,1003183            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR TUBULURE AMOVIBLE MONITOR LMP80 A VOLANT POUR ARTICLE 37585. REF: PSY50-LMP80 (LMP80-3000),CERTIF QUALITE CCC TUBULURE   ,DOC,   ,UNI     
14982,2,47499,08/20/2021,1003184            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR TUBULURE AMOVIBLE MONITOR LMP80 A VOLANT POUR ARTICLE 37586. REF: PSY70-LMP80 (LMP80-5000),CERTIF QUALITE CCC TUBULURE   ,DOC,   ,UNI     
14983,2,47500,08/20/2021,1003185            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR DN80 INOX POUR ARTICLE 37503. REF: PLKD64-DN80-4000 (POKDN80-4000),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14984,2,47501,08/20/2021,1003186            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR PARTIE AMOVIBLE POUR ARTICLE 37599. REF: PLKD80-LMP80RC (LMP80RC-FIXED),CERTIF QUALITE CCC PARTIE     ,DOC,   ,UNI     
14985,2,47502,08/20/2021,1003187            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR LMP100 RC POUR ARTICLE 37448. REF: PLKDY80-LMP100RC (POKLMP100RC),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14986,2,47503,08/20/2021,1003188            ,"DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR RC 6"" POUR ARTICLE 37580. REF: PLKD180-DICODOPLUS150 (DICODOPLUS150)",CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14987,2,47504,08/20/2021,1003189            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR ANTENOR 3000 POUR ARTICLE 37544. REF: PSY50-ANTENOR3000 (ANTENOR-3000),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14988,2,47505,08/20/2021,1003190            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR AZIMUTOR 3000 POUR ARTICLE 37605. REF: PS50-AZIMUTOR3000 (AZIMUTOR-3000),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14989,2,47506,08/20/2021,1003191            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR PRIMATOR 3000 POUR ARTICLE 37447. REF: PS50-PRIMATOR3000 (PRIMATOR-3000),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14990,2,47507,08/20/2021,1003192            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR DN100 POUR ARTICLE 37545. REF: PLKD80-SNAKE4.0 (PLC6000 - SNAKE4.0),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14991,2,47508,08/20/2021,1003193            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR DN65 INOX MOTORISEE POUR ARTICLE 37611. REF: PSKD48-SNAKE2.5 (POKDN65-3000W-SNAKE2.5),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
14992,1,47509,08/20/2021,47076              ,ARRET DE GAINE GRAVEE : AUTOMATIC 3600 - PS 8/60 L/S - ALEKTO,ARRET GAINE GRAVEE AUTO 3600  ,PSF,   ,UNI     
14993,1,47510,08/20/2021,47077              ,ARRET DE GAINE GRAVEE : AUTOMATIC 4800 - PS 8/80 L/S - ALEKTO,ARRET GAINE GRAVEE AUTO 4800  ,PSF,   ,UNI     
14994,2,47511,08/20/2021,1003194            ,DOCUMENT QUALITE. CERTIFICATION QUALITE ANNUELLE CCC POUR MONITOR DN65 INOX MOTORISEE POUR ARTICLE 37610. REF: PSKD50-SNAKE2.5 (POKDN65-3000W-SNAKE2.5),CERTIF QUALITE CCC MONITOR    ,DOC,   ,UNI     
